Latitude °,Latitude,Longitude °,Longitude,Topography,Difficulty Challenge,Altitude,Temperature,Metals,Rare Metals,Concrete,Water,Dust Devils,Dust Storms,Meteors,Cold Waves,Map Name,Named Location,Breakthrough 1,Breakthrough 2,Breakthrough 3,Breakthrough 4,Breakthrough 5,Breakthrough 6,Breakthrough 7,Breakthrough 8,Breakthrough 9,Breakthrough 10,Breakthrough 11,Breakthrough 12
0,S,5,W,Relatively Flat,140,-1045,-10,2,2,4,1,2,3,4,1,BlankBigTerraceCMix_08,Opportunity Landing Area,Zero-Space Computing,Cryo-sleep,Hull Polarization,Dome Streamlining,Space Rehabilitation,Wireless Power,Neural Empathy,The Positronic Brain,Hive Mind ,Autonomous Hubs,Overcharge Amplifications,Forever Young
0,S,6,E,Relatively Flat,100,-929,-6,2,2,4,1,2,2,4,1,BlankBig_01,Arabia Terra,Gem Architecture,Neural Empathy,Artificial Muscles,Prefab Compression,Wireless Power,Interplanetary Learning,Eternal Fusion,Hull Polarization,Resilient Vegetation,Martian Diet,Cryo-sleep,Designed Forestation
0,S,6,W,Relatively Flat,140,-1276,-1,2,2,4,2,1,3,3,1,BlankBigTerraceCMix_04,Opportunity Landing Area,Space Rehabilitation,Designed Forestation,Resilient Vegetation,Extractor AI,Gem Architecture,Overcharge Amplifications,Service Bots,Alien Imprints,Factory Automation,Hypersensitive Photovoltaics,Autonomous Hubs,Multispiral Architecture
0,S,7,E,Relatively Flat,140,-814,-11,2,2,4,1,2,3,4,1,BlankBigTerraceCMix_16,Arabia Terra,Zero-Space Computing,Gem Architecture,Superior Pipes,Interplanetary Learning,Soylent Green,Superconducting Computing,Hypersensitive Photovoltaics,Safe Mode,Hull Polarization,Rapid Sleep,Artificial Muscles,Dome Streamlining
0,S,7,W,Relatively Flat,100,-1506,-1,2,2,4,2,1,3,3,1,BlankBig_02,,Dry Farming,Magnetic Extraction,Core Water,Superfungus,Landscaping Nanites,Soylent Green,Plutonium Synthesis,Hypersensitive Photovoltaics,Designed Forestation,Construction Nanites ,Zero-Space Computing,Superconducting Computing
0,S,8,E,Relatively Flat,100,-698,-15,2,2,4,1,2,3,4,1,BlankBig_03,Arabia Terra,Nocturnal Adaptation,Cryo-sleep,Extractor AI,Lake Vaporators,Plutonium Synthesis,Overcharge Amplifications,Plasma Rocket,Hive Mind ,Landscaping Nanites,Safe Mode,Alien Imprints,Superfungus
0,S,8,W,Relatively Flat,140,-1737,-1,2,2,4,2,1,3,3,1,BlankBigTerraceCMix_04,,The Positronic Brain,Martian Diet,Superior Pipes,Artificial Muscles,Designed Forestation,Plutonium Synthesis,Cryo-sleep,Space Rehabilitation,Landscaping Nanites,Plasma Rocket,Wireless Power,Prefab Compression
0,S,9,E,Relatively Flat,140,-814,-15,2,2,4,1,2,3,4,1,BlankBigCliffsCMix_01,Arabia Terra,Multispiral Architecture,Vector Pump,Martian Diet,Cloning,Core Water,Resilient Vegetation,Cryo-sleep,Giant Crops,Superior Cables,Factory Automation,Frictionless Composites,Gem Architecture
0,S,9,W,Relatively Flat,100,-1622,-1,2,2,4,2,1,3,3,1,BlankBig_02,Opportunity Landing Area,Multispiral Architecture,Cryo-sleep,Martianborn Ingenuity,Superconducting Computing,Sustained Workload,Frictionless Composites,Designed Forestation,Neo-Concrete,Vocation-Oriented Society,Construction Nanites ,Resilient Vegetation,Superfungus
0,S,10,E,Relatively Flat,100,-698,-15,2,2,4,1,2,3,4,1,BlankBigCanyonCMix_07,Arabia Terra,Extractor AI,Neural Empathy,Interplanetary Learning,Landscaping Nanites,Superior Pipes,Hypersensitive Photovoltaics,Core Rare Metals,Artificial Muscles,Rapid Sleep,Construction Nanites ,The Positronic Brain,Soylent Green
0,S,10,W,Relatively Flat,140,-1737,-1,2,2,4,2,1,3,3,1,BlankBigHeartCMix_03,Opportunity Landing Area,Superconducting Computing,Superior Cables,Resilient Vegetation,Multispiral Architecture,Vector Pump,Core Metals,Core Water,Interplanetary Learning,Safe Mode,Rapid Sleep,Artificial Muscles,The Positronic Brain
0,S,11,E,Relatively Flat,100,-237,-15,2,2,4,1,2,3,4,1,BlankBig_04,Arabia Terra,Extractor AI,Dry Farming,Factory Automation,Nano Refinement,Cloning,Magnetic Extraction,Alien Imprints,Printed Electronics,Interplanetary Learning,Safe Mode,Neo-Concrete,Hypersensitive Photovoltaics
0,S,11,W,Relatively Flat,140,-2314,-1,2,2,4,2,1,1,3,1,BlankBigTerraceCMix_06,Opportunity Landing Area,Construction Nanites ,Core Water,Zero-Space Computing,Service Bots,Superior Cables,Autonomous Hubs,Vector Pump,The Positronic Brain,Cryo-sleep,Artificial Muscles,Giant Crops,Interplanetary Learning
0,S,12,E,Steep,220,-237,-15,2,2,4,1,2,3,4,1,BlankBigTerraceCMix_10,Arabia Terra,Zero-Space Computing,Magnetic Extraction,Neural Empathy,Gem Architecture,Plutonium Synthesis,Forever Young,Cryo-sleep,Extractor AI,Cloning,Factory Automation,Resilient Vegetation,Dome Streamlining
0,S,12,W,Relatively Flat,100,-1391,-1,3,3,4,2,1,1,3,1,BlankBig_04,Opportunity Landing Area,Cryo-sleep,Advanced Drone Drive,Superior Cables,Ancient Terraforming Device,Forever Young,Autonomous Hubs,Superfungus,Nocturnal Adaptation,Extractor AI,Plutonium Synthesis,Construction Nanites ,Wireless Power
0,S,13,E,Relatively Flat,140,-6,-15,2,2,4,1,2,3,4,1,BlankBigHeartCMix_03,Arabia Terra,Extractor AI,Advanced Drone Drive,Hull Polarization,Landscaping Nanites,Martianborn Ingenuity,Project Phoenix,Inspiring Architecture,Rapid Sleep,Construction Nanites ,Plutonium Synthesis,Factory Automation,Artificial Muscles
0,S,13,W,Relatively Flat,140,-1853,-1,3,3,4,3,1,1,3,1,BlankBigTerraceCMix_04,Opportunity Landing Area,Ancient Terraforming Device,Superior Pipes,Service Bots,Hull Polarization,Cloning,Good Vibrations,Overcharge Amplifications,Plutonium Synthesis,Safe Mode,Lake Vaporators,Vocation-Oriented Society,Superfungus
0,S,14,E,Relatively Flat,140,340,-15,2,2,4,1,2,3,4,1,BlankBigCliffsCMix_01,Arabia Terra,Construction Nanites ,Dome Streamlining,Landscaping Nanites,Overcharge Amplifications,Resilient Vegetation,Gem Architecture,Zero-Space Computing,Cloning,Hypersensitive Photovoltaics,Martian Steel,Plasma Rocket,Martianborn Ingenuity
0,S,14,W,Relatively Flat,100,-1968,-1,3,3,4,3,1,1,3,1,BlankBig_03,,Nano Refinement,Ancient Terraforming Device,Frictionless Composites,Giant Crops,Cryo-sleep,Autonomous Hubs,Inspiring Architecture,Advanced Drone Drive,Plutonium Synthesis,Extractor AI,Construction Nanites ,Rapid Sleep
0,S,15,E,Relatively Flat,140,225,-10,2,2,4,1,2,3,4,1,BlankBigTerraceCMix_14,Arabia Terra,Prefab Compression,Landscaping Nanites,Autonomous Hubs,Advanced Drone Drive,Martian Diet,Ancient Terraforming Device,Resilient Vegetation,Gene Selection,Superconducting Computing,Martianborn Ingenuity,Forever Young,Inspiring Architecture
0,S,15,W,Relatively Flat,140,-2314,-1,3,3,4,3,1,1,3,1,BlankBigTerraceCMix_14,,Wireless Power,Superior Cables,Plasma Rocket,Multispiral Architecture,Hull Polarization,Printed Electronics,Interplanetary Learning,Gem Architecture,Gene Selection,Superior Pipes,Alien Imprints,Dome Streamlining
0,S,16,E,Relatively Flat,140,-468,-1,2,2,4,1,2,3,4,1,BlankBigTerraceCMix_06,Arabia Terra,Wireless Power,Good Vibrations,Martianborn Ingenuity,Superfungus,Martian Diet,Superior Cables,Rapid Sleep,Hypersensitive Photovoltaics,Construction Nanites ,Landscaping Nanites,Neo-Concrete,Autonomous Hubs
0,S,16,W,Rough,180,-2430,-1,3,3,4,3,1,1,3,1,BlankBigCanyonCMix_04,Colony Site,Cloning,Hull Polarization,Service Bots,Vocation-Oriented Society,Construction Nanites ,Lake Vaporators,Neo-Concrete,Gem Architecture,Eternal Fusion,Vector Pump,Dome Streamlining,Safe Mode
0,S,17,E,Relatively Flat,140,-237,-1,2,2,4,1,2,3,4,1,BlankBigTerraceCMix_04,Arabia Terra,Lake Vaporators,Prefab Compression,Core Water,Hull Polarization,Zero-Space Computing,Sustained Workload,Construction Nanites ,Space Rehabilitation,Multispiral Architecture,The Positronic Brain,Dome Streamlining,Printed Electronics
0,S,17,W,Relatively Flat,140,-2891,-1,3,3,4,3,1,1,3,1,BlankBigTerraceCMix_04,Colony Site,Printed Electronics,Alien Imprints,Dry Farming,Vector Pump,Overcharge Amplifications,Martian Diet,Superior Cables,Space Rehabilitation,Cryo-sleep,Hypersensitive Photovoltaics,Prefab Compression,Safe Mode
0,S,18,E,Relatively Flat,100,-237,-6,2,2,4,1,2,3,4,1,BlankBig_02,Arabia Terra,Hive Mind ,Factory Automation,Overcharge Amplifications,Eternal Fusion,Forever Young,Cloning,Artificial Muscles,Zero-Space Computing,Landscaping Nanites,Core Rare Metals,Gem Architecture,Autonomous Hubs
0,S,18,W,Relatively Flat,100,-1276,-1,3,3,4,3,1,1,3,1,BlankBig_02,,Hull Polarization,Hive Mind ,Core Rare Metals,Overcharge Amplifications,Vocation-Oriented Society,Project Phoenix,Plutonium Synthesis,Alien Imprints,Vector Pump,Superconducting Computing,Ancient Terraforming Device,Forever Young
0,S,19,E,Relatively Flat,140,340,-10,2,2,4,1,2,3,4,1,BlankBigHeartCMix_03,Arabia Terra,Landscaping Nanites,Construction Nanites ,Vocation-Oriented Society,Good Vibrations,Zero-Space Computing,Overcharge Amplifications,Plutonium Synthesis,Core Rare Metals,Extractor AI,Wireless Power,Multispiral Architecture,Space Rehabilitation
0,S,19,W,Relatively Flat,140,-929,-1,3,3,4,3,2,1,3,1,BlankBigTerraceCMix_14,,Extractor AI,Soylent Green,Printed Electronics,Martianborn Ingenuity,Construction Nanites ,Advanced Drone Drive,Giant Crops,Sustained Workload,Dome Streamlining,Plasma Rocket,Cryo-sleep,Safe Mode
0,S,20,E,Relatively Flat,100,1033,-15,2,2,4,1,2,1,4,1,BlankBig_03,Arabia Terra,Superfungus,Construction Nanites ,Prefab Compression,The Positronic Brain,Forever Young,Neural Empathy,Core Rare Metals,Overcharge Amplifications,Martianborn Ingenuity,Project Phoenix,Frictionless Composites,Hive Mind 
0,S,20,W,Steep,220,-929,-1,3,3,4,4,2,1,3,1,BlankBigTerraceCMix_10,,Frictionless Composites,Construction Nanites ,Plutonium Synthesis,Gem Architecture,Superior Pipes,Wireless Power,Superfungus,Core Rare Metals,Sustained Workload,Plasma Rocket,Martianborn Ingenuity,Cryo-sleep
0,S,21,E,Relatively Flat,140,917,-15,2,2,4,2,2,1,4,1,BlankBigTerraceCMix_14,Arabia Terra,The Positronic Brain,Hive Mind ,Inspiring Architecture,Wireless Power,Martian Diet,Rapid Sleep,Prefab Compression,Designed Forestation,Project Phoenix,Overcharge Amplifications,Superior Pipes,Ancient Terraforming Device
0,S,21,W,Relatively Flat,140,-1968,-1,3,3,4,4,1,1,3,1,BlankTerraceBig_05,Colony Site,Dry Farming,Inspiring Architecture,Eternal Fusion,Dome Streamlining,Rapid Sleep,Nano Refinement,Core Water,Artificial Muscles,Space Rehabilitation,Soylent Green,Martian Diet,Extractor AI
0,S,22,E,Relatively Flat,140,1033,-15,2,2,4,2,2,1,4,1,BlankTerraceBig_05,Arabia Terra,Hypersensitive Photovoltaics,Core Metals,Frictionless Composites,Neo-Concrete,Vocation-Oriented Society,Vector Pump,Magnetic Extraction,Plutonium Synthesis,Artificial Muscles,Martian Steel,Nano Refinement,Multispiral Architecture
0,S,22,W,Relatively Flat,140,-1737,-1,3,3,4,4,1,1,3,1,BlankBigCanyonCMix_03,Colony Site,Interplanetary Learning,Vector Pump,Good Vibrations,Superfungus,Safe Mode,Neural Empathy,Eternal Fusion,Superconducting Computing,Core Rare Metals,Core Water,Sustained Workload,Nocturnal Adaptation
0,S,23,E,Relatively Flat,100,802,-15,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_15,Arabia Terra,Martian Diet,Giant Crops,Hypersensitive Photovoltaics,Superfungus,Alien Imprints,Gene Selection,Dome Streamlining,Martianborn Ingenuity,Soylent Green,Space Rehabilitation,Magnetic Extraction,Cryo-sleep
0,S,23,W,Rough,180,-1045,-1,3,3,4,4,2,1,3,1,BlankBigTerraceCMix_18,Colony Site,Rapid Sleep,Resilient Vegetation,Advanced Drone Drive,Superior Cables,Landscaping Nanites,Magnetic Extraction,Nocturnal Adaptation,Superconducting Computing,Interplanetary Learning,Artificial Muscles,Good Vibrations,Designed Forestation
0,S,24,E,Relatively Flat,100,917,-15,2,2,3,2,2,1,4,1,BlankBigCanyonCMix_07,Arabia Terra,Frictionless Composites,Construction Nanites ,Gene Selection,Rapid Sleep,Advanced Drone Drive,Extractor AI,Space Rehabilitation,Wireless Power,Lake Vaporators,Giant Crops,Safe Mode,Autonomous Hubs
0,S,24,W,Relatively Flat,100,-1276,-1,3,3,4,4,1,1,3,1,BlankBig_02,Colony Site,Ancient Terraforming Device,Frictionless Composites,Printed Electronics,Giant Crops,Wireless Power,Hive Mind ,Advanced Drone Drive,Overcharge Amplifications,Project Phoenix,Hypersensitive Photovoltaics,Martian Diet,Lake Vaporators
0,S,25,E,Relatively Flat,100,802,-15,2,2,3,2,2,1,4,1,BlankBig_04,Arabia Terra,Resilient Vegetation,Ancient Terraforming Device,Good Vibrations,Overcharge Amplifications,Superconducting Computing,Inspiring Architecture,Space Rehabilitation,Hive Mind ,Martianborn Ingenuity,Frictionless Composites,Sustained Workload,Extractor AI
0,S,25,W,Relatively Flat,100,-1968,-1,3,3,3,4,1,1,3,1,BlankBigTerraceCMix_15,Colony Site,Alien Imprints,Superior Cables,Lake Vaporators,Neo-Concrete,Overcharge Amplifications,Good Vibrations,Cryo-sleep,Autonomous Hubs,Landscaping Nanites,Project Phoenix,Nocturnal Adaptation,Factory Automation
0,S,26,E,Relatively Flat,140,1033,-15,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_06,Arabia Terra,Vector Pump,Resilient Vegetation,Hive Mind ,Vocation-Oriented Society,Superior Cables,Neo-Concrete,Lake Vaporators,Alien Imprints,Ancient Terraforming Device,Extractor AI,Prefab Compression,Superfungus
0,S,26,W,Relatively Flat,100,-1622,-1,3,3,3,4,1,1,3,1,BlankBig_02,,Service Bots,Gene Selection,Neo-Concrete,Plutonium Synthesis,Multispiral Architecture,Zero-Space Computing,Good Vibrations,Factory Automation,Hypersensitive Photovoltaics,Ancient Terraforming Device,Advanced Drone Drive,Superior Pipes
0,S,27,E,Relatively Flat,140,1840,-10,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_04,Arabia Terra,Martian Steel,Designed Forestation,Superfungus,Construction Nanites ,Wireless Power,Vocation-Oriented Society,Inspiring Architecture,Superior Cables,Lake Vaporators,Core Rare Metals,Zero-Space Computing,Resilient Vegetation
0,S,27,W,Relatively Flat,140,-1853,-5,3,3,3,4,1,1,3,1,BlankBigTerraceCMix_04,,Neural Empathy,Plasma Rocket,Vocation-Oriented Society,The Positronic Brain,Cryo-sleep,Space Rehabilitation,Service Bots,Superior Pipes,Sustained Workload,Magnetic Extraction,Extractor AI,Artificial Muscles
0,S,28,E,Relatively Flat,140,1379,-6,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_06,Arabia Terra,Nocturnal Adaptation,Wireless Power,Service Bots,Hive Mind ,Zero-Space Computing,Designed Forestation,Ancient Terraforming Device,Resilient Vegetation,Gem Architecture,Neural Empathy,Alien Imprints,Soylent Green
0,S,28,W,Relatively Flat,100,-2083,-13,3,3,3,4,1,1,2,1,BlankBigCanyonCMix_07,,Vocation-Oriented Society,Space Rehabilitation,Martian Diet,Cloning,Project Phoenix,Nano Refinement,Core Water,Hypersensitive Photovoltaics,Inspiring Architecture,Superfungus,Rapid Sleep,Core Rare Metals
0,S,29,E,Relatively Flat,100,1148,-13,2,2,3,2,2,1,4,1,BlankBig_04,Arabia Terra,Cloning,Zero-Space Computing,Martian Diet,Eternal Fusion,Forever Young,Dry Farming,Soylent Green,Neo-Concrete,Gem Architecture,Neural Empathy,Vector Pump,Plasma Rocket
0,S,29,W,Relatively Flat,100,-1968,-15,3,3,2,4,1,1,2,1,BlankBig_04,,Printed Electronics,Vocation-Oriented Society,Extractor AI,Hypersensitive Photovoltaics,Resilient Vegetation,Frictionless Composites,Dry Farming,Martian Steel,Rapid Sleep,Superfungus,Hive Mind ,Core Rare Metals
0,S,30,E,Relatively Flat,140,1956,-15,2,2,3,2,2,1,4,1,BlankBigCliffsCMix_02,Arabia Terra,Soylent Green,Prefab Compression,Gene Selection,Martian Diet,The Positronic Brain,Dry Farming,Advanced Drone Drive,Interplanetary Learning,Rapid Sleep,Project Phoenix,Martian Steel,Frictionless Composites
0,S,30,W,Relatively Flat,100,-1045,-15,3,3,2,4,2,1,2,1,BlankBigTerraceCMix_15,,Forever Young,Cloning,Vector Pump,Prefab Compression,Hull Polarization,Ancient Terraforming Device,The Positronic Brain,Overcharge Amplifications,Superconducting Computing,Martian Steel,Soylent Green,Factory Automation
0,S,31,E,Relatively Flat,100,1610,-15,2,2,3,2,2,1,4,1,BlankBig_04,Arabia Terra,Dome Streamlining,Space Rehabilitation,Landscaping Nanites,Construction Nanites ,Multispiral Architecture,Frictionless Composites,Superior Cables,Gem Architecture,Hypersensitive Photovoltaics,Dry Farming,The Positronic Brain,Magnetic Extraction
0,S,31,W,Relatively Flat,140,-1045,-15,4,4,2,4,2,1,2,1,BlankBigTerraceCMix_03,,Core Metals,Hive Mind ,Vocation-Oriented Society,Safe Mode,Overcharge Amplifications,The Positronic Brain,Vector Pump,Dome Streamlining,Inspiring Architecture,Multispiral Architecture,Superior Cables,Magnetic Extraction
0,S,32,E,Relatively Flat,100,1840,-15,2,2,3,2,2,1,4,1,BlankBig_02,Arabia Terra,Hull Polarization,Space Rehabilitation,Nocturnal Adaptation,Rapid Sleep,Inspiring Architecture,Advanced Drone Drive,Hive Mind ,Martianborn Ingenuity,Vocation-Oriented Society,Magnetic Extraction,Autonomous Hubs,Lake Vaporators
0,S,32,W,Relatively Flat,100,-1853,-15,4,4,2,4,1,1,2,1,BlankBig_03,,Resilient Vegetation,Ancient Terraforming Device,Prefab Compression,Factory Automation,Vocation-Oriented Society,Superconducting Computing,Hive Mind ,Neo-Concrete,Good Vibrations,Magnetic Extraction,Overcharge Amplifications,Designed Forestation
0,S,33,E,Relatively Flat,140,1840,-15,2,2,3,2,2,1,4,1,BlankBigCliffsCMix_02,Arabia Terra,Hull Polarization,Neo-Concrete,Lake Vaporators,Nano Refinement,Forever Young,Wireless Power,Space Rehabilitation,Neural Empathy,Artificial Muscles,Prefab Compression,Martian Diet,Martian Steel
0,S,33,W,Relatively Flat,140,-4738,-13,4,4,2,4,1,1,2,1,BlankBigTerraceCMix_14,,Overcharge Amplifications,Space Rehabilitation,Plutonium Synthesis,Rapid Sleep,Construction Nanites ,Nano Refinement,Advanced Drone Drive,Zero-Space Computing,Hive Mind ,Dry Farming,Forever Young,Landscaping Nanites
0,S,34,E,Relatively Flat,140,1725,-15,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_08,Arabia Terra,Core Metals,Core Rare Metals,Prefab Compression,Plutonium Synthesis,Gene Selection,Core Water,Neural Empathy,Hypersensitive Photovoltaics,Factory Automation,Gem Architecture,Nano Refinement,Superfungus
0,S,34,W,Rough,180,-4853,-6,4,4,2,4,1,1,2,1,BlankBigCanyonCMix_02,Valles Marineris,Cloning,Artificial Muscles,Soylent Green,Neural Empathy,Project Phoenix,Resilient Vegetation,Factory Automation,Designed Forestation,Vocation-Oriented Society,Dry Farming,Multispiral Architecture,Overcharge Amplifications
0,S,35,E,Relatively Flat,140,802,-15,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_04,Arabia Terra,Advanced Drone Drive,Dome Streamlining,Resilient Vegetation,Artificial Muscles,Core Rare Metals,Forever Young,Nano Refinement,Inspiring Architecture,Soylent Green,Extractor AI,Good Vibrations,Factory Automation
0,S,35,W,Relatively Flat,100,-4161,-1,3,3,2,4,1,1,2,1,BlankBig_02,Colony Site,Extractor AI,Artificial Muscles,Printed Electronics,Factory Automation,Nocturnal Adaptation,Superior Cables,Neural Empathy,Overcharge Amplifications,Multispiral Architecture,Sustained Workload,Prefab Compression,Soylent Green
0,S,36,E,Relatively Flat,100,1263,-15,2,2,3,2,2,1,4,1,BlankBigCanyonCMix_07,Arabia Terra,The Positronic Brain,Giant Crops,Printed Electronics,Nocturnal Adaptation,Designed Forestation,Project Phoenix,Prefab Compression,Interplanetary Learning,Good Vibrations,Inspiring Architecture,Core Rare Metals,Soylent Green
0,S,36,W,Rough,180,-3007,-1,3,3,2,4,1,1,2,1,BlankBigTerraceCMix_18,Colony Site,Factory Automation,Magnetic Extraction,Gene Selection,Advanced Drone Drive,Superior Cables,Project Phoenix,Eternal Fusion,Dome Streamlining,Service Bots,Martian Steel,Hull Polarization,Overcharge Amplifications
0,S,37,E,Relatively Flat,140,1033,-15,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_16,Arabia Terra,Designed Forestation,Overcharge Amplifications,Resilient Vegetation,Hive Mind ,Cryo-sleep,Service Bots,Magnetic Extraction,Rapid Sleep,Autonomous Hubs,Neural Empathy,Printed Electronics,Artificial Muscles
0,S,37,W,Rough,180,-4622,-1,3,3,2,4,1,1,2,1,BlankBigCanyonCMix_05,Colony Site,Martian Diet,Hull Polarization,Inspiring Architecture,Construction Nanites ,Giant Crops,Vector Pump,Hive Mind ,Martian Steel,Lake Vaporators,Ancient Terraforming Device,Safe Mode,Core Metals
0,S,38,E,Relatively Flat,100,1263,-15,2,2,3,2,2,1,4,1,BlankBig_02,Arabia Terra,Martian Diet,Space Rehabilitation,Prefab Compression,Neural Empathy,Gem Architecture,Service Bots,Hive Mind ,Superconducting Computing,Cloning,Artificial Muscles,Cryo-sleep,Nocturnal Adaptation
0,S,38,W,Relatively Flat,100,-4276,-1,3,3,2,4,1,1,2,1,BlankBig_02,Colony Site,Superconducting Computing,Rapid Sleep,The Positronic Brain,Zero-Space Computing,Dome Streamlining,Landscaping Nanites,Soylent Green,Hypersensitive Photovoltaics,Space Rehabilitation,Core Rare Metals,Hive Mind ,Artificial Muscles
0,S,39,E,Relatively Flat,100,1148,-15,2,2,3,2,2,1,4,1,BlankBig_03,Arabia Terra,Sustained Workload,Giant Crops,Printed Electronics,Forever Young,Gem Architecture,Lake Vaporators,Martian Steel,Safe Mode,Artificial Muscles,Interplanetary Learning,Vocation-Oriented Society,Space Rehabilitation
0,S,39,W,Relatively Flat,100,-1160,-1,3,3,2,4,2,1,2,1,BlankBig_01,,Wireless Power,Nano Refinement,Nocturnal Adaptation,Interplanetary Learning,Martian Diet,Resilient Vegetation,Superior Pipes,Alien Imprints,Core Water,Designed Forestation,Autonomous Hubs,Martianborn Ingenuity
0,S,40,E,Relatively Flat,100,1033,-15,2,2,3,2,2,1,4,1,BlankBig_01,Arabia Terra,Martian Diet,Advanced Drone Drive,Wireless Power,Martianborn Ingenuity,Hull Polarization,Superconducting Computing,Hive Mind ,Factory Automation,Printed Electronics,Plutonium Synthesis,Autonomous Hubs,Vector Pump
0,S,40,W,Relatively Flat,140,-929,-1,3,3,2,4,2,1,2,1,BlankBigTerraceCMix_06,,Cryo-sleep,Gem Architecture,Soylent Green,Artificial Muscles,Printed Electronics,Autonomous Hubs,Nano Refinement,Inspiring Architecture,Martian Steel,Hull Polarization,Rapid Sleep,Dome Streamlining
0,S,41,E,Relatively Flat,100,1494,-15,2,2,3,2,2,1,4,1,BlankBigCanyonCMix_07,Arabia Terra,Plasma Rocket,Core Metals,Martian Steel,Core Water,Safe Mode,Giant Crops,Extractor AI,Lake Vaporators,Superfungus,Overcharge Amplifications,Autonomous Hubs,Vocation-Oriented Society
0,S,41,W,Relatively Flat,140,-468,-1,3,3,2,4,2,1,2,1,BlankBigTerraceCMix_08,Colony Site,Overcharge Amplifications,Dome Streamlining,Cryo-sleep,Superior Pipes,Core Metals,Vector Pump,Superconducting Computing,Multispiral Architecture,Martian Diet,Space Rehabilitation,Neo-Concrete,Hive Mind 
