Latitude °,Latitude,Longitude °,Longitude,Topography,Difficulty Challenge,Altitude,Temperature,Metals,Rare Metals,Concrete,Water,Dust Devils,Dust Storms,Meteors,Cold Waves,Map Name,Named Location,Breakthrough 1,Breakthrough 2,Breakthrough 3,Breakthrough 4,Breakthrough 5,Breakthrough 6,Breakthrough 7,Breakthrough 8,Breakthrough 9,Breakthrough 10,Breakthrough 11,Breakthrough 12
0,S,5,W,Relatively Flat,140,-1045,-10,2,,4,1,2,3,4,1,BlankBigTerraceCMix_08,Opportunity Landing Area,Rapid Sleep,Eternal Fusion,Advanced Drone Drive,Autonomous Hubs,Vector Pump,Hypersensitive Photovoltaics,Plasma Rocket,Dome Streamlining,Superconducting Computing,Inspiring Architecture,Sustained Workload,Cloning
0,S,6,E,Relatively Flat,100,-929,-6,2,,4,1,2,2,4,1,BlankBig_01,Arabia Terra,Vector Pump,Artificial Muscles,Printed Electronics,Neo-Concrete,Safe Mode,Extractor AI,Landscaping Nanites,Giant Crops,Rapid Sleep,Neural Empathy,Lake Vaporators,Superior Cables
0,S,6,W,Relatively Flat,140,-1276,-1,2,,4,2,1,3,3,1,BlankBigTerraceCMix_04,Opportunity Landing Area,Cryo-sleep,Frictionless Composites,Vocation-Oriented Society,Neural Empathy,Interplanetary Learning,Artificial Muscles,Core Water,Neo-Concrete,Service Bots,Extractor AI,Dry Farming,Superior Cables
0,S,7,E,Relatively Flat,140,-814,-11,2,,4,1,2,3,4,1,BlankBigTerraceCMix_16,Arabia Terra,Interplanetary Learning,Extractor AI,Construction Nanites ,Gem Architecture,Martian Steel,Frictionless Composites,Superior Cables,Autonomous Hubs,Landscaping Nanites,Multispiral Architecture,Hull Polarization,Inspiring Architecture
0,S,7,W,Relatively Flat,100,-1506,-1,2,,4,2,1,3,3,1,BlankBig_02,,Plasma Rocket,Construction Nanites ,Eternal Fusion,Factory Automation,Wireless Power,Magnetic Extraction,Lake Vaporators,Neo-Concrete,Resilient Vegetation,Plutonium Synthesis,Superfungus,Cryo-sleep
0,S,8,E,Relatively Flat,100,-698,-15,2,,4,1,2,3,4,1,BlankBig_03,Arabia Terra,Martian Diet,Landscaping Nanites,Extractor AI,Soylent Green,Autonomous Hubs,Dry Farming,Advanced Drone Drive,Core Metals,Giant Crops,Resilient Vegetation,The Positronic Brain,Dome Streamlining
0,S,8,W,Relatively Flat,140,-1737,-1,2,,4,2,1,3,3,1,BlankBigTerraceCMix_04,,Martianborn Ingenuity,Nano Refinement,Eternal Fusion,Giant Crops,Gem Architecture,Hull Polarization,Factory Automation,Martian Diet,Core Metals,Prefab Compression,Good Vibrations,Core Water
0,S,9,E,Relatively Flat,140,-814,-15,2,,4,1,2,3,4,1,BlankBigCliffsCMix_01,Arabia Terra,Designed Forestation,Advanced Drone Drive,Dome Streamlining,Good Vibrations,Autonomous Hubs,Martianborn Ingenuity,Project Phoenix,Printed Electronics,Vocation-Oriented Society,Superconducting Computing,Martian Diet,Plutonium Synthesis
0,S,9,W,Relatively Flat,100,-1622,-1,2,,4,2,1,3,3,1,BlankBig_02,Opportunity Landing Area,Lake Vaporators,Plutonium Synthesis,Ancient Terraforming Device,Gem Architecture,Service Bots,Cryo-sleep,Martian Steel,Vector Pump,Gene Selection,Sustained Workload,Frictionless Composites,Hypersensitive Photovoltaics
0,S,10,E,Relatively Flat,100,-698,-15,2,,4,1,2,3,4,1,BlankBigCanyonCMix_07,Arabia Terra,Factory Automation,Giant Crops,Landscaping Nanites,Frictionless Composites,Soylent Green,Autonomous Hubs,Space Rehabilitation,Dry Farming,Core Metals,Plasma Rocket,Magnetic Extraction,Sustained Workload
0,S,10,W,Relatively Flat,140,-1737,-1,2,,4,2,1,3,3,1,BlankBigHeartCMix_03,Opportunity Landing Area,Cloning,The Positronic Brain,Project Phoenix,Designed Forestation,Superfungus,Sustained Workload,Soylent Green,Dome Streamlining,Gene Selection,Overcharge Amplifications,Zero-Space Computing,Inspiring Architecture
0,S,11,E,Relatively Flat,100,-237,-15,2,,4,1,2,3,4,1,BlankBig_04,Arabia Terra,Martian Steel,Martian Diet,Hull Polarization,Superior Pipes,Overcharge Amplifications,Extractor AI,Wireless Power,Plutonium Synthesis,Designed Forestation,Alien Imprints,Forever Young,Inspiring Architecture
0,S,11,W,Relatively Flat,140,-2314,-1,2,,4,2,1,1,3,1,BlankBigTerraceCMix_06,Opportunity Landing Area,Cryo-sleep,Eternal Fusion,Plutonium Synthesis,Wireless Power,Hypersensitive Photovoltaics,Dry Farming,Advanced Drone Drive,Superconducting Computing,Ancient Terraforming Device,Giant Crops,Good Vibrations,Superior Cables
0,S,12,E,Steep,220,-237,-15,2,,4,1,2,3,4,1,BlankBigTerraceCMix_10,Arabia Terra,Alien Imprints,Magnetic Extraction,Martianborn Ingenuity,Service Bots,The Positronic Brain,Gene Selection,Good Vibrations,Dry Farming,Gem Architecture,Rapid Sleep,Core Water,Multispiral Architecture
0,S,12,W,Relatively Flat,100,-1391,-1,3,,4,2,1,1,3,1,BlankBig_04,Opportunity Landing Area,The Positronic Brain,Superior Pipes,Advanced Drone Drive,Safe Mode,Frictionless Composites,Printed Electronics,Core Metals,Core Water,Service Bots,Neo-Concrete,Extractor AI,Gene Selection
0,S,13,E,Relatively Flat,140,-6,-15,2,,4,1,2,3,4,1,BlankBigHeartCMix_03,Arabia Terra,Ancient Terraforming Device,Core Metals,Eternal Fusion,Frictionless Composites,Neo-Concrete,Dome Streamlining,Zero-Space Computing,Hull Polarization,Neural Empathy,Wireless Power,Core Rare Metals,Printed Electronics
0,S,13,W,Relatively Flat,140,-1853,-1,3,,4,3,1,1,3,1,BlankBigTerraceCMix_04,Opportunity Landing Area,Core Rare Metals,Factory Automation,Frictionless Composites,Hull Polarization,Alien Imprints,Advanced Drone Drive,Cloning,Hive Mind ,Rapid Sleep,Martian Diet,Cryo-sleep,Giant Crops
0,S,14,E,Relatively Flat,140,340,-15,2,,4,1,2,3,4,1,BlankBigCliffsCMix_01,Arabia Terra,Alien Imprints,Sustained Workload,Hull Polarization,Martian Steel,Prefab Compression,Hypersensitive Photovoltaics,Forever Young,Core Water,Magnetic Extraction,Resilient Vegetation,Nocturnal Adaptation,Multispiral Architecture
0,S,14,W,Relatively Flat,100,-1968,-1,3,,4,3,1,1,3,1,BlankBig_03,,Vector Pump,Vocation-Oriented Society,Overcharge Amplifications,Sustained Workload,Project Phoenix,Designed Forestation,Factory Automation,Gem Architecture,Forever Young,Superior Pipes,Rapid Sleep,Neo-Concrete
0,S,15,E,Relatively Flat,140,225,-10,2,,4,1,2,3,4,1,BlankBigTerraceCMix_14,Arabia Terra,Lake Vaporators,Printed Electronics,Extractor AI,Good Vibrations,Alien Imprints,Cloning,Space Rehabilitation,Eternal Fusion,Factory Automation,Interplanetary Learning,Giant Crops,Multispiral Architecture
0,S,15,W,Relatively Flat,140,-2314,-1,3,,4,3,1,1,3,1,BlankBigTerraceCMix_14,,Superfungus,Frictionless Composites,Eternal Fusion,Martian Steel,Zero-Space Computing,Resilient Vegetation,Core Metals,Superior Cables,Core Rare Metals,Hull Polarization,Magnetic Extraction,Plasma Rocket
0,S,16,E,Relatively Flat,140,-468,-1,2,,4,1,2,3,4,1,BlankBigTerraceCMix_06,Arabia Terra,Magnetic Extraction,Safe Mode,Core Water,Interplanetary Learning,Cryo-sleep,Extractor AI,Prefab Compression,Sustained Workload,Dome Streamlining,Martian Diet,Dry Farming,Resilient Vegetation
0,S,16,W,Rough,180,-2430,-1,3,,4,3,1,1,3,1,BlankBigCanyonCMix_04,Colony Site,Martian Steel,Vector Pump,Advanced Drone Drive,Hive Mind ,Project Phoenix,Service Bots,Core Metals,Superconducting Computing,Resilient Vegetation,Landscaping Nanites,Wireless Power,Superfungus
0,S,17,E,Relatively Flat,140,-237,-1,2,,4,1,2,3,4,1,BlankBigTerraceCMix_04,Arabia Terra,Hive Mind ,Space Rehabilitation,Plutonium Synthesis,Vocation-Oriented Society,Nano Refinement,Core Water,Frictionless Composites,Safe Mode,Vector Pump,Alien Imprints,Artificial Muscles,Plasma Rocket
0,S,17,W,Relatively Flat,140,-2891,-1,3,,4,3,1,1,3,1,BlankBigTerraceCMix_04,Colony Site,Core Water,Alien Imprints,Zero-Space Computing,Dome Streamlining,Gem Architecture,Gene Selection,Neo-Concrete,Wireless Power,Martian Steel,Space Rehabilitation,Artificial Muscles,Forever Young
0,S,18,E,Relatively Flat,100,-237,-6,2,,4,1,2,3,4,1,BlankBig_02,Arabia Terra,Ancient Terraforming Device,Magnetic Extraction,Prefab Compression,Landscaping Nanites,Multispiral Architecture,Neural Empathy,Nano Refinement,Extractor AI,Inspiring Architecture,Vector Pump,Core Water,Lake Vaporators
0,S,18,W,Relatively Flat,100,-1276,-1,3,,4,3,1,1,3,1,BlankBig_02,,Superfungus,Eternal Fusion,Sustained Workload,Good Vibrations,Superconducting Computing,Space Rehabilitation,Extractor AI,Safe Mode,Ancient Terraforming Device,Core Rare Metals,Gem Architecture,Core Water
0,S,19,E,Relatively Flat,140,340,-10,2,,4,1,2,3,4,1,BlankBigHeartCMix_03,Arabia Terra,Superconducting Computing,Multispiral Architecture,Plasma Rocket,Dome Streamlining,Artificial Muscles,Interplanetary Learning,Nocturnal Adaptation,Superior Pipes,Magnetic Extraction,Core Metals,Cryo-sleep,Eternal Fusion
0,S,19,W,Relatively Flat,140,-929,-1,3,,4,3,2,1,3,1,BlankBigTerraceCMix_14,,The Positronic Brain,Nano Refinement,Plasma Rocket,Ancient Terraforming Device,Advanced Drone Drive,Construction Nanites ,Nocturnal Adaptation,Superior Pipes,Superconducting Computing,Inspiring Architecture,Landscaping Nanites,Artificial Muscles
0,S,20,E,Relatively Flat,100,1033,-15,2,,4,1,2,1,4,1,BlankBig_03,Arabia Terra,Designed Forestation,Hypersensitive Photovoltaics,Giant Crops,Neural Empathy,Core Metals,Eternal Fusion,Forever Young,Space Rehabilitation,Service Bots,Magnetic Extraction,Hull Polarization,Cryo-sleep
0,S,20,W,Steep,220,-929,-1,3,,4,4,2,1,3,1,BlankBigTerraceCMix_10,,Lake Vaporators,Designed Forestation,Resilient Vegetation,Hypersensitive Photovoltaics,Cryo-sleep,Neo-Concrete,Gem Architecture,Gene Selection,Overcharge Amplifications,Martian Steel,Superconducting Computing,Construction Nanites 
0,S,21,E,Relatively Flat,140,917,-15,2,,4,2,2,1,4,1,BlankBigTerraceCMix_14,Arabia Terra,Prefab Compression,Designed Forestation,Cryo-sleep,Plasma Rocket,Hull Polarization,Good Vibrations,Eternal Fusion,Gene Selection,Giant Crops,Forever Young,Neo-Concrete,Vector Pump
0,S,21,W,Relatively Flat,140,-1968,-1,3,,4,4,1,1,3,1,BlankTerraceBig_05,Colony Site,Gene Selection,Overcharge Amplifications,Magnetic Extraction,Eternal Fusion,Landscaping Nanites,Artificial Muscles,Core Water,Project Phoenix,Cloning,Safe Mode,Core Rare Metals,Core Metals
0,S,22,E,Relatively Flat,140,1033,-15,2,,4,2,2,1,4,1,BlankTerraceBig_05,Arabia Terra,The Positronic Brain,Ancient Terraforming Device,Neo-Concrete,Service Bots,Frictionless Composites,Core Rare Metals,Multispiral Architecture,Artificial Muscles,Sustained Workload,Superior Pipes,Advanced Drone Drive,Nocturnal Adaptation
0,S,22,W,Relatively Flat,140,-1737,-1,3,,4,4,1,1,3,1,BlankBigCanyonCMix_03,Colony Site,Wireless Power,Artificial Muscles,Core Metals,Interplanetary Learning,Frictionless Composites,Martian Steel,Superior Cables,Extractor AI,Prefab Compression,Factory Automation,Space Rehabilitation,Superfungus
0,S,23,E,Relatively Flat,100,802,-15,2,,3,2,2,1,4,1,BlankBigTerraceCMix_15,Arabia Terra,Dome Streamlining,Superior Cables,Inspiring Architecture,Printed Electronics,Designed Forestation,Alien Imprints,Autonomous Hubs,Hive Mind ,Service Bots,Superior Pipes,Core Rare Metals,Cloning
0,S,23,W,Rough,180,-1045,-1,3,,4,4,2,1,3,1,BlankBigTerraceCMix_18,Colony Site,Extractor AI,Cryo-sleep,Gem Architecture,Vector Pump,Sustained Workload,Gene Selection,Superior Pipes,Resilient Vegetation,Interplanetary Learning,Neo-Concrete,Frictionless Composites,Landscaping Nanites
0,S,24,E,Relatively Flat,100,917,-15,2,,3,2,2,1,4,1,BlankBigCanyonCMix_07,Arabia Terra,Rapid Sleep,Alien Imprints,Landscaping Nanites,Cloning,Service Bots,Martian Diet,Martian Steel,Vector Pump,Zero-Space Computing,Project Phoenix,Plutonium Synthesis,Hull Polarization
0,S,24,W,Relatively Flat,100,-1276,-1,3,,4,4,1,1,3,1,BlankBig_02,Colony Site,Resilient Vegetation,Overcharge Amplifications,Gene Selection,Superfungus,Advanced Drone Drive,Artificial Muscles,Service Bots,Martian Steel,Project Phoenix,Construction Nanites ,Hive Mind ,Zero-Space Computing
0,S,25,E,Relatively Flat,100,802,-15,2,,3,2,2,1,4,1,BlankBig_04,Arabia Terra,Martian Steel,Martianborn Ingenuity,Eternal Fusion,Frictionless Composites,Prefab Compression,Factory Automation,Martian Diet,Core Rare Metals,Nano Refinement,Neural Empathy,Artificial Muscles,Vector Pump
0,S,25,W,Relatively Flat,100,-1968,-1,3,,3,4,1,1,3,1,BlankBigTerraceCMix_15,Colony Site,Landscaping Nanites,Interplanetary Learning,Superconducting Computing,Sustained Workload,Extractor AI,Cloning,Martianborn Ingenuity,Superior Pipes,Martian Diet,Advanced Drone Drive,Neural Empathy,Safe Mode
0,S,26,E,Relatively Flat,140,1033,-15,2,,3,2,2,1,4,1,BlankBigTerraceCMix_06,Arabia Terra,Good Vibrations,Superconducting Computing,Cryo-sleep,Core Water,Frictionless Composites,Extractor AI,Core Rare Metals,Vector Pump,Magnetic Extraction,Designed Forestation,Eternal Fusion,Zero-Space Computing
0,S,26,W,Relatively Flat,100,-1622,-1,3,,3,4,1,1,3,1,BlankBig_02,,Inspiring Architecture,Construction Nanites ,Nocturnal Adaptation,Extractor AI,Core Rare Metals,Hull Polarization,Ancient Terraforming Device,Dry Farming,Multispiral Architecture,Forever Young,Rapid Sleep,Lake Vaporators
0,S,27,E,Relatively Flat,140,1840,-10,2,,3,2,2,1,4,1,BlankBigTerraceCMix_04,Arabia Terra,Designed Forestation,Interplanetary Learning,Vector Pump,Cryo-sleep,Prefab Compression,Eternal Fusion,Advanced Drone Drive,Extractor AI,Cloning,Wireless Power,Rapid Sleep,Magnetic Extraction
0,S,27,W,Relatively Flat,140,-1853,-5,3,,3,4,1,1,3,1,BlankBigTerraceCMix_04,,Hive Mind ,The Positronic Brain,Multispiral Architecture,Cloning,Artificial Muscles,Rapid Sleep,Core Water,Dome Streamlining,Plutonium Synthesis,Overcharge Amplifications,Core Rare Metals,Prefab Compression
0,S,28,E,Relatively Flat,140,1379,-6,2,,3,2,2,1,4,1,BlankBigTerraceCMix_06,Arabia Terra,Dry Farming,Prefab Compression,Neural Empathy,Project Phoenix,Eternal Fusion,Dome Streamlining,Interplanetary Learning,Resilient Vegetation,Core Rare Metals,Landscaping Nanites,Vocation-Oriented Society,Good Vibrations
0,S,28,W,Relatively Flat,100,-2083,-13,3,,3,4,1,1,2,1,BlankBigCanyonCMix_07,,Space Rehabilitation,Interplanetary Learning,Resilient Vegetation,Core Rare Metals,Rapid Sleep,Good Vibrations,Frictionless Composites,Plutonium Synthesis,Superior Cables,Zero-Space Computing,Construction Nanites ,Gene Selection
0,S,29,E,Relatively Flat,100,1148,-13,2,,3,2,2,1,4,1,BlankBig_04,Arabia Terra,Forever Young,Core Metals,Soylent Green,Wireless Power,Martian Steel,Core Rare Metals,Ancient Terraforming Device,Advanced Drone Drive,Vector Pump,Hull Polarization,Nocturnal Adaptation,Hive Mind 
0,S,29,W,Relatively Flat,100,-1968,-15,3,,2,4,1,1,2,1,BlankBig_04,,Nano Refinement,Inspiring Architecture,Neural Empathy,Giant Crops,Overcharge Amplifications,Martianborn Ingenuity,Hive Mind ,Nocturnal Adaptation,Hypersensitive Photovoltaics,Plutonium Synthesis,Neo-Concrete,Martian Diet
0,S,30,E,Relatively Flat,140,1956,-15,2,,3,2,2,1,4,1,BlankBigCliffsCMix_02,Arabia Terra,Inspiring Architecture,Construction Nanites ,Giant Crops,Rapid Sleep,Extractor AI,Zero-Space Computing,Gene Selection,Factory Automation,Plasma Rocket,Interplanetary Learning,Vector Pump,Wireless Power
0,S,30,W,Relatively Flat,100,-1045,-15,3,,2,4,2,1,2,1,BlankBigTerraceCMix_15,,Service Bots,Frictionless Composites,Forever Young,Wireless Power,Hull Polarization,Space Rehabilitation,Neo-Concrete,Construction Nanites ,Superior Pipes,Nocturnal Adaptation,Artificial Muscles,Plutonium Synthesis
0,S,31,E,Relatively Flat,100,1610,-15,2,,3,2,2,1,4,1,BlankBig_04,Arabia Terra,Forever Young,Superfungus,Extractor AI,Frictionless Composites,Neo-Concrete,Interplanetary Learning,Martian Diet,Printed Electronics,Giant Crops,Plasma Rocket,Martianborn Ingenuity,Rapid Sleep
0,S,31,W,Relatively Flat,140,-1045,-15,4,,2,4,2,1,2,1,BlankBigTerraceCMix_03,,Soylent Green,Service Bots,Magnetic Extraction,Factory Automation,Prefab Compression,Dry Farming,Vocation-Oriented Society,Hive Mind ,Rapid Sleep,Sustained Workload,Eternal Fusion,Martianborn Ingenuity
0,S,32,E,Relatively Flat,100,1840,-15,2,,3,2,2,1,4,1,BlankBig_02,Arabia Terra,Cloning,Superfungus,Gene Selection,Autonomous Hubs,Frictionless Composites,Martian Steel,Vocation-Oriented Society,Safe Mode,Wireless Power,Prefab Compression,Hive Mind ,Inspiring Architecture
0,S,32,W,Relatively Flat,100,-1853,-15,4,,2,4,1,1,2,1,BlankBig_03,,Printed Electronics,Plasma Rocket,Hypersensitive Photovoltaics,Frictionless Composites,The Positronic Brain,Giant Crops,Construction Nanites ,Soylent Green,Neo-Concrete,Ancient Terraforming Device,Multispiral Architecture,Interplanetary Learning
0,S,33,E,Relatively Flat,140,1840,-15,2,,3,2,2,1,4,1,BlankBigCliffsCMix_02,Arabia Terra,Vocation-Oriented Society,Plasma Rocket,Cryo-sleep,Good Vibrations,Nocturnal Adaptation,Interplanetary Learning,Hull Polarization,Core Water,Nano Refinement,Artificial Muscles,Printed Electronics,Alien Imprints
0,S,33,W,Relatively Flat,140,-4738,-13,4,,2,4,1,1,2,1,BlankBigTerraceCMix_14,,Gene Selection,Soylent Green,Superfungus,Zero-Space Computing,Extractor AI,Ancient Terraforming Device,Sustained Workload,The Positronic Brain,Alien Imprints,Dry Farming,Hypersensitive Photovoltaics,Nocturnal Adaptation
0,S,34,E,Relatively Flat,140,1725,-15,2,,3,2,2,1,4,1,BlankBigTerraceCMix_08,Arabia Terra,Zero-Space Computing,Project Phoenix,Soylent Green,Cloning,Dome Streamlining,Overcharge Amplifications,Resilient Vegetation,Neo-Concrete,Cryo-sleep,Dry Farming,Artificial Muscles,Autonomous Hubs
0,S,34,W,Rough,180,-4853,-6,4,,2,4,1,1,2,1,BlankBigCanyonCMix_02,Valles Marineris,Soylent Green,Project Phoenix,Overcharge Amplifications,Landscaping Nanites,Artificial Muscles,Nocturnal Adaptation,Lake Vaporators,Cryo-sleep,Printed Electronics,Vector Pump,Frictionless Composites,Rapid Sleep
0,S,35,E,Relatively Flat,140,802,-15,2,,3,2,2,1,4,1,BlankBigTerraceCMix_04,Arabia Terra,Forever Young,Factory Automation,Service Bots,Core Rare Metals,Gene Selection,Overcharge Amplifications,Good Vibrations,Superconducting Computing,Rapid Sleep,Inspiring Architecture,Artificial Muscles,Neo-Concrete
0,S,35,W,Relatively Flat,100,-4161,-1,3,,2,4,1,1,2,1,BlankBig_02,Colony Site,Advanced Drone Drive,Plasma Rocket,Prefab Compression,Hive Mind ,Superior Cables,Forever Young,Autonomous Hubs,Martian Diet,Frictionless Composites,Superior Pipes,Multispiral Architecture,Designed Forestation
0,S,36,E,Relatively Flat,100,1263,-15,2,,3,2,2,1,4,1,BlankBigCanyonCMix_07,Arabia Terra,Multispiral Architecture,Hypersensitive Photovoltaics,Dry Farming,Frictionless Composites,Rapid Sleep,Martian Steel,Factory Automation,Autonomous Hubs,Artificial Muscles,Soylent Green,Sustained Workload,Hive Mind 
0,S,36,W,Rough,180,-3007,-1,3,,2,4,1,1,2,1,BlankBigTerraceCMix_18,Colony Site,Superconducting Computing,Wireless Power,Core Metals,Vector Pump,Soylent Green,Space Rehabilitation,Service Bots,Eternal Fusion,Nano Refinement,Dry Farming,Superior Cables,Sustained Workload
0,S,37,E,Relatively Flat,140,1033,-15,2,,3,2,2,1,4,1,BlankBigTerraceCMix_16,Arabia Terra,Nano Refinement,The Positronic Brain,Space Rehabilitation,Magnetic Extraction,Frictionless Composites,Factory Automation,Ancient Terraforming Device,Cryo-sleep,Giant Crops,Sustained Workload,Martian Steel,Superior Cables
0,S,37,W,Rough,180,-4622,-1,3,,2,4,1,1,2,1,BlankBigCanyonCMix_05,Colony Site,Ancient Terraforming Device,Hull Polarization,Construction Nanites ,Dome Streamlining,Gem Architecture,The Positronic Brain,Superconducting Computing,Prefab Compression,Vector Pump,Good Vibrations,Martianborn Ingenuity,Vocation-Oriented Society
0,S,38,E,Relatively Flat,100,1263,-15,2,,3,2,2,1,4,1,BlankBig_02,Arabia Terra,Plutonium Synthesis,Gem Architecture,Landscaping Nanites,Advanced Drone Drive,Giant Crops,Hypersensitive Photovoltaics,Wireless Power,Hive Mind ,Martian Diet,Factory Automation,Core Water,Frictionless Composites
0,S,38,W,Relatively Flat,100,-4276,-1,3,,2,4,1,1,2,1,BlankBig_02,Colony Site,Superior Cables,Ancient Terraforming Device,Rapid Sleep,Artificial Muscles,Factory Automation,Forever Young,Nocturnal Adaptation,Gene Selection,Soylent Green,Inspiring Architecture,Eternal Fusion,Dome Streamlining
0,S,39,E,Relatively Flat,100,1148,-15,2,,3,2,2,1,4,1,BlankBig_03,Arabia Terra,Eternal Fusion,Dry Farming,Hypersensitive Photovoltaics,Overcharge Amplifications,Lake Vaporators,The Positronic Brain,Plutonium Synthesis,Alien Imprints,Dome Streamlining,Multispiral Architecture,Core Water,Rapid Sleep
0,S,39,W,Relatively Flat,100,-1160,-1,3,,2,4,2,1,2,1,BlankBig_01,,Autonomous Hubs,Wireless Power,Project Phoenix,Gene Selection,Good Vibrations,Safe Mode,Factory Automation,Landscaping Nanites,Advanced Drone Drive,Core Metals,Dry Farming,Superior Pipes
0,S,40,E,Relatively Flat,100,1033,-15,2,,3,2,2,1,4,1,BlankBig_01,Arabia Terra,Rapid Sleep,Core Metals,Alien Imprints,Interplanetary Learning,Forever Young,Hull Polarization,The Positronic Brain,Artificial Muscles,Nocturnal Adaptation,Magnetic Extraction,Resilient Vegetation,Cryo-sleep
0,S,40,W,Relatively Flat,140,-929,-1,3,,2,4,2,1,2,1,BlankBigTerraceCMix_06,,Gem Architecture,Frictionless Composites,Soylent Green,Safe Mode,Superior Pipes,Project Phoenix,Sustained Workload,Wireless Power,Overcharge Amplifications,Cloning,Lake Vaporators,Space Rehabilitation
0,S,41,E,Relatively Flat,100,1494,-15,2,,3,2,2,1,4,1,BlankBigCanyonCMix_07,Arabia Terra,Designed Forestation,Plutonium Synthesis,Superior Pipes,Hypersensitive Photovoltaics,Lake Vaporators,Rapid Sleep,Multispiral Architecture,Dry Farming,Superfungus,Martian Diet,Ancient Terraforming Device,Artificial Muscles
0,S,41,W,Relatively Flat,140,-468,-1,3,,2,4,2,1,2,1,BlankBigTerraceCMix_08,Colony Site,Inspiring Architecture,Magnetic Extraction,Superior Pipes,Zero-Space Computing,Martian Diet,Core Rare Metals,Lake Vaporators,Hull Polarization,Eternal Fusion,Nano Refinement,Superconducting Computing,Artificial Muscles
0,S,42,E,Relatively Flat,100,109,-15,2,,3,2,2,1,4,1,BlankBigCanyonCMix_07,Arabia Terra,Artificial Muscles,Factory Automation,Resilient Vegetation,Interplanetary Learning,Superior Cables,Gem Architecture,The Positronic Brain,Hypersensitive Photovoltaics,Neo-Concrete,Advanced Drone Drive,Forever Young,Construction Nanites 
