Latitude °,Latitude,Longitude °,Longitude,Topography,Difficulty Challenge,Altitude,Temperature,Metals,Rare Metals,Concrete,Water,Dust Devils,Dust Storms,Meteors,Cold Waves,Map Name,Named Location,Breakthrough 1,Breakthrough 2,Breakthrough 3,Breakthrough 4,Breakthrough 5,Breakthrough 6,Breakthrough 7,Breakthrough 8,Breakthrough 9,Breakthrough 10,Breakthrough 11,Breakthrough 12,Breakthrough 13,Breakthrough 14,Breakthrough 15,Breakthrough 16,Breakthrough 17
0,S,19,E,Relatively Flat,140,340,-10,2,2,4,1,2,3,4,1,BlankBigHeartCMix_03,Arabia Terra,Superconducting Computing,Multispiral Architecture,Plasma Rocket,Dome Streamlining,Artificial Muscles,Interplanetary Learning,Nocturnal Adaptation,Superior Pipes,Magnetic Extraction,Core Metals,Cryo-sleep,Eternal Fusion,Martian Steel,Hull Polarization,Project Phoenix,Safe Mode,Neo-Concrete
0,S,19,W,Relatively Flat,140,-929,-1,3,3,4,3,2,1,3,1,BlankBigTerraceCMix_14,,The Positronic Brain,Nano Refinement,Plasma Rocket,Ancient Terraforming Device,Advanced Drone Drive,Construction Nanites ,Nocturnal Adaptation,Superior Pipes,Superconducting Computing,Inspiring Architecture,Landscaping Nanites,Artificial Muscles,Magnetic Extraction,Hypersensitive Photovoltaics,Frictionless Composites,Superfungus,Project Phoenix
0,S,20,E,Relatively Flat,100,1033,-15,2,2,4,1,2,1,4,1,BlankBig_03,Arabia Terra,Designed Forestation,Hypersensitive Photovoltaics,Giant Crops,Neural Empathy,Core Metals,Eternal Fusion,Forever Young,Space Rehabilitation,Service Bots,Magnetic Extraction,Hull Polarization,Cryo-sleep,Soylent Green,Cloning,Nano Refinement,Neo-Concrete,Plasma Rocket
0,S,20,W,Steep,220,-929,-1,3,3,4,4,2,1,3,1,BlankBigTerraceCMix_10,,Lake Vaporators,Designed Forestation,Resilient Vegetation,Hypersensitive Photovoltaics,Cryo-sleep,Neo-Concrete,Gem Architecture,Gene Selection,Overcharge Amplifications,Martian Steel,Superconducting Computing,Construction Nanites ,Landscaping Nanites,Interplanetary Learning,Dome Streamlining,Prefab Compression,Core Rare Metals
0,S,21,E,Relatively Flat,140,917,-15,2,2,4,2,2,1,4,1,BlankBigTerraceCMix_14,Arabia Terra,Prefab Compression,Designed Forestation,Cryo-sleep,Plasma Rocket,Hull Polarization,Good Vibrations,Eternal Fusion,Gene Selection,Giant Crops,Forever Young,Neo-Concrete,Vector Pump,Safe Mode,Inspiring Architecture,Nano Refinement,Superior Pipes,Resilient Vegetation
0,S,21,W,Relatively Flat,140,-1968,-1,3,3,4,4,1,1,3,1,BlankTerraceBig_05,Colony Site,Gene Selection,Overcharge Amplifications,Magnetic Extraction,Eternal Fusion,Landscaping Nanites,Artificial Muscles,Core Water,Project Phoenix,Cloning,Safe Mode,Core Rare Metals,Core Metals,Extractor AI,Resilient Vegetation,Forever Young,Inspiring Architecture,Dome Streamlining
0,S,22,E,Relatively Flat,140,1033,-15,2,2,4,2,2,1,4,1,BlankTerraceBig_05,Arabia Terra,The Positronic Brain,Ancient Terraforming Device,Neo-Concrete,Service Bots,Frictionless Composites,Core Rare Metals,Multispiral Architecture,Artificial Muscles,Sustained Workload,Superior Pipes,Advanced Drone Drive,Nocturnal Adaptation,Zero-Space Computing,Dome Streamlining,Superior Cables,Dry Farming,Autonomous Hubs
0,S,22,W,Relatively Flat,140,-1737,-1,3,3,4,4,1,1,3,1,BlankBigCanyonCMix_03,Colony Site,Wireless Power,Artificial Muscles,Core Metals,Interplanetary Learning,Frictionless Composites,Martian Steel,Superior Cables,Extractor AI,Prefab Compression,Factory Automation,Space Rehabilitation,Superfungus,Hull Polarization,Neural Empathy,Plasma Rocket,Martian Diet,Neo-Concrete
0,S,23,E,Relatively Flat,100,802,-15,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_15,Arabia Terra,Dome Streamlining,Superior Cables,Inspiring Architecture,Printed Electronics,Designed Forestation,Alien Imprints,Autonomous Hubs,Hive Mind ,Service Bots,Superior Pipes,Core Rare Metals,Cloning,Project Phoenix,Resilient Vegetation,Martian Diet,Prefab Compression,Vocation-Oriented Society
0,S,23,W,Rough,180,-1045,-1,3,3,4,4,2,1,3,1,BlankBigTerraceCMix_18,Colony Site,Extractor AI,Cryo-sleep,Gem Architecture,Vector Pump,Sustained Workload,Gene Selection,Superior Pipes,Resilient Vegetation,Interplanetary Learning,Neo-Concrete,Frictionless Composites,Landscaping Nanites,Hive Mind ,Multispiral Architecture,Eternal Fusion,Cloning,Artificial Muscles
0,S,24,E,Relatively Flat,100,917,-15,2,2,3,2,2,1,4,1,BlankBigCanyonCMix_07,Arabia Terra,Rapid Sleep,Alien Imprints,Landscaping Nanites,Cloning,Service Bots,Martian Diet,Martian Steel,Vector Pump,Zero-Space Computing,Project Phoenix,Plutonium Synthesis,Hull Polarization,Eternal Fusion,Giant Crops,Core Rare Metals,Dome Streamlining,The Positronic Brain
0,S,24,W,Relatively Flat,100,-1276,-1,3,3,4,4,1,1,3,1,BlankBig_02,Colony Site,Resilient Vegetation,Overcharge Amplifications,Gene Selection,Superfungus,Advanced Drone Drive,Artificial Muscles,Service Bots,Martian Steel,Project Phoenix,Construction Nanites ,Hive Mind ,Zero-Space Computing,Plasma Rocket,Superior Pipes,Sustained Workload,Core Metals,Plutonium Synthesis
0,S,25,E,Relatively Flat,100,802,-15,2,2,3,2,2,1,4,1,BlankBig_04,Arabia Terra,Martian Steel,Martianborn Ingenuity,Eternal Fusion,Frictionless Composites,Prefab Compression,Factory Automation,Martian Diet,Core Rare Metals,Nano Refinement,Neural Empathy,Artificial Muscles,Vector Pump,Superior Cables,Printed Electronics,Gem Architecture,Soylent Green,Designed Forestation
0,S,25,W,Relatively Flat,100,-1968,-1,3,3,3,4,1,1,3,1,BlankBigTerraceCMix_15,Colony Site,Landscaping Nanites,Interplanetary Learning,Superconducting Computing,Sustained Workload,Extractor AI,Cloning,Martianborn Ingenuity,Superior Pipes,Martian Diet,Advanced Drone Drive,Neural Empathy,Safe Mode,Gene Selection,Hive Mind ,The Positronic Brain,Autonomous Hubs,Plasma Rocket
0,S,26,E,Relatively Flat,140,1033,-15,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_06,Arabia Terra,Good Vibrations,Superconducting Computing,Cryo-sleep,Core Water,Frictionless Composites,Extractor AI,Core Rare Metals,Vector Pump,Magnetic Extraction,Designed Forestation,Eternal Fusion,Zero-Space Computing,Superior Cables,Service Bots,Autonomous Hubs,Cloning,Resilient Vegetation
0,S,26,W,Relatively Flat,100,-1622,-1,3,3,3,4,1,1,3,1,BlankBig_02,,Inspiring Architecture,Construction Nanites ,Nocturnal Adaptation,Extractor AI,Core Rare Metals,Hull Polarization,Ancient Terraforming Device,Dry Farming,Multispiral Architecture,Forever Young,Rapid Sleep,Lake Vaporators,Hive Mind ,Magnetic Extraction,Cloning,Gene Selection,Nano Refinement
0,S,27,E,Relatively Flat,140,1840,-10,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_04,Arabia Terra,Designed Forestation,Interplanetary Learning,Vector Pump,Cryo-sleep,Prefab Compression,Eternal Fusion,Advanced Drone Drive,Extractor AI,Cloning,Wireless Power,Rapid Sleep,Magnetic Extraction,Lake Vaporators,Dry Farming,Martian Diet,Neo-Concrete,Good Vibrations
0,S,27,W,Relatively Flat,140,-1853,-5,3,3,3,4,1,1,3,1,BlankBigTerraceCMix_04,,Hive Mind ,The Positronic Brain,Multispiral Architecture,Cloning,Artificial Muscles,Rapid Sleep,Core Water,Dome Streamlining,Plutonium Synthesis,Overcharge Amplifications,Core Rare Metals,Prefab Compression,Superfungus,Safe Mode,Nocturnal Adaptation,Alien Imprints,Lake Vaporators
0,S,28,E,Relatively Flat,140,1379,-6,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_06,Arabia Terra,Dry Farming,Prefab Compression,Neural Empathy,Project Phoenix,Eternal Fusion,Dome Streamlining,Interplanetary Learning,Resilient Vegetation,Core Rare Metals,Landscaping Nanites,Vocation-Oriented Society,Good Vibrations,Wireless Power,Forever Young,Nocturnal Adaptation,Printed Electronics,Hull Polarization
0,S,28,W,Relatively Flat,100,-2083,-13,3,3,3,4,1,1,2,1,BlankBigCanyonCMix_07,,Space Rehabilitation,Interplanetary Learning,Resilient Vegetation,Core Rare Metals,Rapid Sleep,Good Vibrations,Frictionless Composites,Plutonium Synthesis,Superior Cables,Zero-Space Computing,Construction Nanites ,Gene Selection,Advanced Drone Drive,Vector Pump,Martianborn Ingenuity,Superconducting Computing,Core Water
0,S,29,E,Relatively Flat,100,1148,-13,2,2,3,2,2,1,4,1,BlankBig_04,Arabia Terra,Forever Young,Core Metals,Soylent Green,Wireless Power,Martian Steel,Core Rare Metals,Ancient Terraforming Device,Advanced Drone Drive,Vector Pump,Hull Polarization,Nocturnal Adaptation,Hive Mind ,Extractor AI,The Positronic Brain,Neural Empathy,Eternal Fusion,Good Vibrations
0,S,29,W,Relatively Flat,100,-1968,-15,3,3,2,4,1,1,2,1,BlankBig_04,,Nano Refinement,Inspiring Architecture,Neural Empathy,Giant Crops,Overcharge Amplifications,Martianborn Ingenuity,Hive Mind ,Nocturnal Adaptation,Hypersensitive Photovoltaics,Plutonium Synthesis,Neo-Concrete,Martian Diet,Zero-Space Computing,Magnetic Extraction,Cryo-sleep,Forever Young,Core Rare Metals
0,S,30,E,Relatively Flat,140,1956,-15,2,2,3,2,2,1,4,1,BlankBigCliffsCMix_02,Arabia Terra,Inspiring Architecture,Construction Nanites ,Giant Crops,Rapid Sleep,Extractor AI,Zero-Space Computing,Gene Selection,Factory Automation,Plasma Rocket,Interplanetary Learning,Vector Pump,Wireless Power,Cryo-sleep,Neural Empathy,Prefab Compression,Safe Mode,Dry Farming
0,S,30,W,Relatively Flat,100,-1045,-15,3,3,2,4,2,1,2,1,BlankBigTerraceCMix_15,,Service Bots,Frictionless Composites,Forever Young,Wireless Power,Hull Polarization,Space Rehabilitation,Neo-Concrete,Construction Nanites ,Superior Pipes,Nocturnal Adaptation,Artificial Muscles,Plutonium Synthesis,Superconducting Computing,Core Metals,Project Phoenix,Core Rare Metals,Superior Cables
0,S,31,E,Relatively Flat,100,1610,-15,2,2,3,2,2,1,4,1,BlankBig_04,Arabia Terra,Forever Young,Superfungus,Extractor AI,Frictionless Composites,Neo-Concrete,Interplanetary Learning,Martian Diet,Printed Electronics,Giant Crops,Plasma Rocket,Martianborn Ingenuity,Rapid Sleep,Superior Cables,Gene Selection,Project Phoenix,Cryo-sleep,Gem Architecture
0,S,31,W,Relatively Flat,140,-1045,-15,4,4,2,4,2,1,2,1,BlankBigTerraceCMix_03,,Soylent Green,Service Bots,Magnetic Extraction,Factory Automation,Prefab Compression,Dry Farming,Vocation-Oriented Society,Hive Mind ,Rapid Sleep,Sustained Workload,Eternal Fusion,Martianborn Ingenuity,Superior Pipes,Gene Selection,Hypersensitive Photovoltaics,Designed Forestation,Superfungus
0,S,32,E,Relatively Flat,100,1840,-15,2,2,3,2,2,1,4,1,BlankBig_02,Arabia Terra,Cloning,Superfungus,Gene Selection,Autonomous Hubs,Frictionless Composites,Martian Steel,Vocation-Oriented Society,Safe Mode,Wireless Power,Prefab Compression,Hive Mind ,Inspiring Architecture,Martianborn Ingenuity,Eternal Fusion,Service Bots,Soylent Green,Core Rare Metals
0,S,32,W,Relatively Flat,100,-1853,-15,4,4,2,4,1,1,2,1,BlankBig_03,,Printed Electronics,Plasma Rocket,Hypersensitive Photovoltaics,Frictionless Composites,The Positronic Brain,Giant Crops,Construction Nanites ,Soylent Green,Neo-Concrete,Ancient Terraforming Device,Multispiral Architecture,Interplanetary Learning,Service Bots,Wireless Power,Lake Vaporators,Alien Imprints,Nocturnal Adaptation
0,S,33,E,Relatively Flat,140,1840,-15,2,2,3,2,2,1,4,1,BlankBigCliffsCMix_02,Arabia Terra,Vocation-Oriented Society,Plasma Rocket,Cryo-sleep,Good Vibrations,Nocturnal Adaptation,Interplanetary Learning,Hull Polarization,Core Water,Nano Refinement,Artificial Muscles,Printed Electronics,Alien Imprints,Hive Mind ,Advanced Drone Drive,Autonomous Hubs,Core Metals,Superconducting Computing
