Latitude °,Latitude,Longitude °,Longitude,Topography,Difficulty Challenge,Altitude,Temperature,Metals,Rare Metals,Concrete,Water,Dust Devils,Dust Storms,Meteors,Cold Waves,Map Name,Named Location,Breakthrough 1,Breakthrough 2,Breakthrough 3,Breakthrough 4,Breakthrough 5,Breakthrough 6,Breakthrough 7,Breakthrough 8,Breakthrough 9,Breakthrough 10,Breakthrough 11,Breakthrough 12
0,S,10,E,Relatively Flat,100,-698,-15,2,2,4,1,2,3,4,1,BlankBigCanyonCMix_07,Arabia Terra,Overcharge Amplifications,Martian Diet,Landscaping Nanites,Advanced Drone Drive,Global Support,Service Bots,Soylent Green,Nano Refinement,The Positronic Brain,Extractor AI,Vector Pump,Superfungus
0,S,10,W,Relatively Flat,140,-1737,-1,2,2,4,2,1,3,3,1,BlankBigHeartCMix_03,Opportunity Landing Area,Multispiral Architecture,Vehicle Weight Optimizations,Construction Nanites ,Designed Forestation,Giant Crops,Superfungus,Global Support,Gem Architecture,Sustained Workload,Core Water,Cloning,Dry Farming
0,S,11,E,Relatively Flat,100,-237,-15,2,2,4,1,2,3,4,1,BlankBig_04,Arabia Terra,Artificial Muscles,Core Rare Metals,Cargobay of holding,Wireless Power,Plasma Rocket,Gem Architecture,Cloning,Martianborn Ingenuity,Neural Empathy,Good Vibrations,Designed Forestation,Printed Electronics
0,S,11,W,Relatively Flat,140,-2314,-1,2,2,4,2,1,1,3,1,BlankBigTerraceCMix_06,Opportunity Landing Area,Zero-Space Computing,Superior Cables,Good Vibrations,Neural Empathy,Neo-Concrete,Nano Refinement,Superconducting Computing,Superior Pipes,Factory Automation,Ancient Terraforming Device,Martian Diet,Magnetic Extraction
0,S,12,E,Steep,220,-237,-15,2,2,4,1,2,3,4,1,BlankBigTerraceCMix_10,Arabia Terra,Printed Electronics,Vector Pump,Frictionless Composites,Cryo-sleep,Interplanetary Learning,Vehicle Weight Optimizations,Core Water,Magnetic Extraction,Nano Refinement,Autonomous Hubs,Plutonium Synthesis,Mole People
0,S,12,W,Relatively Flat,100,-1391,-1,3,3,4,2,1,1,3,1,BlankBig_04,Opportunity Landing Area,Vehicle Weight Optimizations,Wireless Power,Superconducting Computing,Hull Polarization,Advanced Drone Drive,Rapid Sleep,The Positronic Brain,Vocation-Oriented Society,Safe Mode,Interplanetary Learning,Cryo-sleep,Eternal Fusion
0,S,13,E,Relatively Flat,140,-6,-15,2,2,4,1,2,3,4,1,BlankBigHeartCMix_03,Arabia Terra,Ancient Terraforming Device,The Positronic Brain,Superior Cables,Advanced Drone Drive,Eternal Fusion,Sustained Workload,Dry Farming,Cargobay of holding,Mars Marketing,Neural Empathy,Hive Mind ,Rapid Sleep
0,S,13,W,Relatively Flat,140,-1853,-1,3,3,4,3,1,1,3,1,BlankBigTerraceCMix_04,Opportunity Landing Area,Hive Mind ,Overcharge Amplifications,Advanced Drone Drive,Cargobay of holding,Printed Electronics,Superconducting Computing,Multispiral Architecture,Project Phoenix,Mole People,Core Rare Metals,Factory Automation,Zero-Space Computing
0,S,14,E,Relatively Flat,140,340,-15,2,2,4,1,2,3,4,1,BlankBigCliffsCMix_01,Arabia Terra,Printed Electronics,Superfungus,Cargobay of holding,Artificial Muscles,Forever Young,Neo-Concrete,Hypersensitive Photovoltaics,Safe Mode,Vector Pump,Resilient Vegetation,Core Metals,Martian Steel
0,S,14,W,Relatively Flat,100,-1968,-1,3,3,4,3,1,1,3,1,BlankBig_03,,Inspiring Architecture,Prefab Compression,Cloning,Factory Automation,Superfungus,Construction Nanites ,Designed Forestation,Overcharge Amplifications,Plutonium Synthesis,Hypersensitive Photovoltaics,Wireless Power,Mole People
0,S,15,E,Relatively Flat,140,225,-10,2,2,4,1,2,3,4,1,BlankBigTerraceCMix_14,Arabia Terra,Lake Vaporators,Rapid Sleep,Martianborn Ingenuity,Magnetic Extraction,Printed Electronics,Multispiral Architecture,Soylent Green,Superior Cables,Overcharge Amplifications,Interplanetary Learning,Dome Streamlining,Martian Diet
0,S,15,W,Relatively Flat,140,-2314,-1,3,3,4,3,1,1,3,1,BlankBigTerraceCMix_14,,Giant Crops,Advanced Drone Drive,Superior Cables,Artificial Muscles,Dry Farming,Resilient Vegetation,The Positronic Brain,Space Rehabilitation,Hive Mind ,Cargobay of holding,Vector Pump,Extractor AI
0,S,16,E,Relatively Flat,140,-468,-1,2,2,4,1,2,3,4,1,BlankBigTerraceCMix_06,Arabia Terra,Vector Pump,Autonomous Hubs,Hull Polarization,Safe Mode,Dome Streamlining,Zero-Space Computing,Martianborn Ingenuity,Forever Young,Superfungus,Sustained Workload,Core Rare Metals,Nano Refinement
0,S,16,W,Rough,180,-2430,-1,3,3,4,3,1,1,3,1,BlankBigCanyonCMix_04,Colony Site,Artificial Muscles,Inspiring Architecture,Superconducting Computing,Project Phoenix,Construction Nanites ,Cryo-sleep,The Positronic Brain,Superior Pipes,Resilient Vegetation,Landscaping Nanites,Neural Empathy,Interplanetary Learning
0,S,17,E,Relatively Flat,140,-237,-1,2,2,4,1,2,3,4,1,BlankBigTerraceCMix_04,Arabia Terra,Project Phoenix,Factory Automation,Soylent Green,Good Vibrations,Prefab Compression,Alien Imprints,Plasma Rocket,Safe Mode,Advanced Drone Drive,Autonomous Hubs,Hull Polarization,Inspiring Architecture
0,S,17,W,Relatively Flat,140,-2891,-1,3,3,4,3,1,1,3,1,BlankBigTerraceCMix_04,Colony Site,Safe Mode,Printed Electronics,Dry Farming,Sustained Workload,Plutonium Synthesis,Core Water,Eternal Fusion,Gem Architecture,Neural Empathy,Artificial Muscles,Soylent Green,Nocturnal Adaptation
0,S,18,E,Relatively Flat,100,-237,-6,2,2,4,1,2,3,4,1,BlankBig_02,Arabia Terra,Ancient Terraforming Device,Plasma Rocket,Vector Pump,Forever Young,Landscaping Nanites,Martian Steel,Mars Marketing,Alien Imprints,Martianborn Ingenuity,Gene Selection,Inspiring Architecture,Interplanetary Learning
0,S,18,W,Relatively Flat,100,-1276,-1,3,3,4,3,1,1,3,1,BlankBig_02,,Giant Crops,Superior Cables,Superfungus,Magnetic Extraction,Superior Pipes,Soylent Green,Martianborn Ingenuity,Hull Polarization,Ancient Terraforming Device,Hive Mind ,Plutonium Synthesis,Safe Mode
0,S,19,E,Relatively Flat,140,340,-10,2,2,4,1,2,3,4,1,BlankBigHeartCMix_03,Arabia Terra,Superior Pipes,Martian Steel,Extractor AI,Sustained Workload,Nocturnal Adaptation,Dome Streamlining,Core Metals,Wireless Power,Vector Pump,Plasma Rocket,The Positronic Brain,Zero-Space Computing
0,S,19,W,Relatively Flat,140,-929,-1,3,3,4,3,2,1,3,1,BlankBigTerraceCMix_14,,Vehicle Weight Optimizations,Alien Imprints,Factory Automation,Extractor AI,Ancient Terraforming Device,Gem Architecture,Superconducting Computing,Capture Asteroid,Interplanetary Learning,Core Metals,Wireless Power,Superior Pipes
0,S,20,E,Relatively Flat,100,1033,-15,2,2,4,1,2,1,4,1,BlankBig_03,Arabia Terra,Designed Forestation,Neo-Concrete,Martian Diet,Mars Marketing,Autonomous Hubs,Interplanetary Learning,The Positronic Brain,Superior Cables,Hypersensitive Photovoltaics,Soylent Green,Cryo-sleep,Vector Pump
0,S,20,W,Steep,220,-929,-1,3,3,4,4,2,1,3,1,BlankBigTerraceCMix_10,,Lake Vaporators,Designed Forestation,Resilient Vegetation,Factory Automation,Neo-Concrete,Zero-Space Computing,Eternal Fusion,Plasma Rocket,Plutonium Synthesis,Gem Architecture,Core Water,Cloning
0,S,21,E,Relatively Flat,140,917,-15,2,2,4,2,2,1,4,1,BlankBigTerraceCMix_14,Arabia Terra,Forever Young,Designed Forestation,Zero-Space Computing,Gem Architecture,Extractor AI,Cargobay of holding,Magnetic Extraction,Plasma Rocket,Superior Cables,Core Water,Martian Diet,Hypersensitive Photovoltaics
0,S,21,W,Relatively Flat,140,-1968,-1,3,3,4,4,1,1,3,1,BlankTerraceBig_05,Colony Site,Core Water,Cloning,Vector Pump,Superior Cables,Landscaping Nanites,Nocturnal Adaptation,Safe Mode,Construction Nanites ,Multispiral Architecture,Hull Polarization,Hive Mind ,The Positronic Brain
0,S,22,E,Relatively Flat,140,1033,-15,2,2,4,2,2,1,4,1,BlankTerraceBig_05,Arabia Terra,Gem Architecture,Vehicle Weight Optimizations,Ancient Terraforming Device,Eternal Fusion,Cryo-sleep,Advanced Drone Drive,Hive Mind ,Martian Steel,Nocturnal Adaptation,Superfungus,Wireless Power,Factory Automation
0,S,22,W,Relatively Flat,140,-1737,-1,3,3,4,4,1,1,3,1,BlankBigCanyonCMix_03,Colony Site,Neural Empathy,Nocturnal Adaptation,The Positronic Brain,Dome Streamlining,Advanced Drone Drive,Artificial Muscles,Space Rehabilitation,Martianborn Ingenuity,Forever Young,Overcharge Amplifications,Plasma Rocket,Soylent Green
0,S,23,E,Relatively Flat,100,802,-15,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_15,Arabia Terra,Sustained Workload,Space Rehabilitation,Gene Selection,Vocation-Oriented Society,Rapid Sleep,Designed Forestation,Printed Electronics,Service Bots,Project Phoenix,Cryo-sleep,Wireless Power,Hive Mind 
0,S,23,W,Rough,180,-1045,-1,3,3,4,4,2,1,3,1,BlankBigTerraceCMix_18,Colony Site,Martianborn Ingenuity,Zero-Space Computing,Plutonium Synthesis,Inspiring Architecture,Superfungus,Core Water,Wireless Power,Plasma Rocket,Resilient Vegetation,Dome Streamlining,Eternal Fusion,Advanced Drone Drive
0,S,24,E,Relatively Flat,100,917,-15,2,2,3,2,2,1,4,1,BlankBigCanyonCMix_07,Arabia Terra,Plasma Rocket,Mole People,Printed Electronics,Landscaping Nanites,Multispiral Architecture,Cryo-sleep,Core Rare Metals,Artificial Muscles,Inspiring Architecture,Dry Farming,Construction Nanites ,Good Vibrations
0,S,24,W,Relatively Flat,100,-1276,-1,3,3,4,4,1,1,3,1,BlankBig_02,Colony Site,Resilient Vegetation,Cloning,Core Water,Giant Crops,Superconducting Computing,Nocturnal Adaptation,Cryo-sleep,Artificial Muscles,Construction Nanites ,Capture Asteroid,Project Phoenix,Dry Farming
0,S,25,E,Relatively Flat,100,802,-15,2,2,3,2,2,1,4,1,BlankBig_04,Arabia Terra,Artificial Muscles,Frictionless Composites,Superior Cables,Advanced Drone Drive,Forever Young,Overcharge Amplifications,Core Rare Metals,Hive Mind ,Alien Imprints,Mars Marketing,Nocturnal Adaptation,Inspiring Architecture
0,S,25,W,Relatively Flat,100,-1968,-1,3,3,3,4,1,1,3,1,BlankBigTerraceCMix_15,Colony Site,Landscaping Nanites,Dome Streamlining,Autonomous Hubs,Superior Pipes,Superfungus,Martianborn Ingenuity,Multispiral Architecture,Frictionless Composites,Wireless Power,Core Rare Metals,Superconducting Computing,Mars Marketing
0,S,26,E,Relatively Flat,140,1033,-15,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_06,Arabia Terra,Magnetic Extraction,Superior Pipes,Zero-Space Computing,Safe Mode,Advanced Drone Drive,Martianborn Ingenuity,Hive Mind ,Inspiring Architecture,Vector Pump,Designed Forestation,Superior Cables,Dry Farming
0,S,26,W,Relatively Flat,100,-1622,-1,3,3,3,4,1,1,3,1,BlankBig_02,,Gene Selection,Capture Asteroid,Core Metals,Martianborn Ingenuity,Hive Mind ,Vocation-Oriented Society,Cargobay of holding,Ancient Terraforming Device,Nano Refinement,Autonomous Hubs,Martian Steel,Hypersensitive Photovoltaics
0,S,27,E,Relatively Flat,140,1840,-10,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_04,Arabia Terra,Designed Forestation,Dome Streamlining,Inspiring Architecture,Zero-Space Computing,Forever Young,Superior Cables,Superconducting Computing,Martianborn Ingenuity,Plasma Rocket,Multispiral Architecture,Neural Empathy,Mole People
0,S,27,W,Relatively Flat,140,-1853,-5,3,3,3,4,1,1,3,1,BlankBigTerraceCMix_04,,Project Phoenix,Vehicle Weight Optimizations,Gem Architecture,Martian Steel,Multispiral Architecture,Nocturnal Adaptation,Factory Automation,Mole People,Safe Mode,Sustained Workload,Plasma Rocket,Good Vibrations
0,S,28,E,Relatively Flat,140,1379,-6,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_06,Arabia Terra,Interplanetary Learning,Nano Refinement,Forever Young,Mars Marketing,Construction Nanites ,Superior Cables,Sustained Workload,Dome Streamlining,Resilient Vegetation,Hive Mind ,Landscaping Nanites,Prefab Compression
0,S,28,W,Relatively Flat,100,-2083,-13,3,3,3,4,1,1,2,1,BlankBigCanyonCMix_07,,Soylent Green,Dome Streamlining,Resilient Vegetation,Hive Mind ,Mole People,Magnetic Extraction,Advanced Drone Drive,Good Vibrations,Space Rehabilitation,Dry Farming,Capture Asteroid,Core Water
0,S,29,E,Relatively Flat,100,1148,-13,2,2,3,2,2,1,4,1,BlankBig_04,Arabia Terra,Hypersensitive Photovoltaics,Interplanetary Learning,The Positronic Brain,Global Support,Neural Empathy,Artificial Muscles,Hive Mind ,Ancient Terraforming Device,Gem Architecture,Superconducting Computing,Inspiring Architecture,Cargobay of holding
0,S,29,W,Relatively Flat,100,-1968,-15,3,3,2,4,1,1,2,1,BlankBig_04,,Alien Imprints,Gene Selection,Mars Marketing,Martian Diet,Cloning,Frictionless Composites,Project Phoenix,Core Metals,Neo-Concrete,Good Vibrations,Eternal Fusion,Core Rare Metals
0,S,30,E,Relatively Flat,140,1956,-15,2,2,3,2,2,1,4,1,BlankBigCliffsCMix_02,Arabia Terra,Gene Selection,Capture Asteroid,Martian Diet,Mole People,Martianborn Ingenuity,Dry Farming,Core Water,Overcharge Amplifications,Extractor AI,Dome Streamlining,Inspiring Architecture,Neural Empathy
0,S,30,W,Relatively Flat,100,-1045,-15,3,3,2,4,2,1,2,1,BlankBigTerraceCMix_15,,Cryo-sleep,Advanced Drone Drive,Hypersensitive Photovoltaics,Neural Empathy,Cargobay of holding,Interplanetary Learning,Soylent Green,Eternal Fusion,Capture Asteroid,Wireless Power,Core Metals,Nocturnal Adaptation
0,S,31,E,Relatively Flat,100,1610,-15,2,2,3,2,2,1,4,1,BlankBig_04,Arabia Terra,Hypersensitive Photovoltaics,Giant Crops,Martianborn Ingenuity,Advanced Drone Drive,Eternal Fusion,Dome Streamlining,Core Rare Metals,Rapid Sleep,Martian Diet,Extractor AI,Frictionless Composites,Mole People
0,S,31,W,Relatively Flat,140,-1045,-15,4,4,2,4,2,1,2,1,BlankBigTerraceCMix_03,,Global Support,Cryo-sleep,Vector Pump,Overcharge Amplifications,Forever Young,Nano Refinement,Prefab Compression,Project Phoenix,Mole People,Superfungus,Superior Cables,Frictionless Composites
0,S,32,E,Relatively Flat,100,1840,-15,2,2,3,2,2,1,4,1,BlankBig_02,Arabia Terra,Multispiral Architecture,Giant Crops,Core Water,Service Bots,Advanced Drone Drive,Artificial Muscles,Prefab Compression,Hull Polarization,Neural Empathy,Forever Young,Project Phoenix,Gene Selection
0,S,32,W,Relatively Flat,100,-1853,-15,4,4,2,4,1,1,2,1,BlankBig_03,,Autonomous Hubs,Rapid Sleep,Extractor AI,Neo-Concrete,Advanced Drone Drive,Vehicle Weight Optimizations,Gem Architecture,Martian Diet,Capture Asteroid,Global Support,Eternal Fusion,Ancient Terraforming Device
0,S,33,E,Relatively Flat,140,1840,-15,2,2,3,2,2,1,4,1,BlankBigCliffsCMix_02,Arabia Terra,Autonomous Hubs,Prefab Compression,Extractor AI,Zero-Space Computing,Magnetic Extraction,Core Metals,Dome Streamlining,Plasma Rocket,Cargobay of holding,Safe Mode,Factory Automation,Alien Imprints
0,S,33,W,Relatively Flat,140,-4738,-13,4,4,2,4,1,1,2,1,BlankBigTerraceCMix_14,,Core Water,Global Support,Giant Crops,Dry Farming,Martianborn Ingenuity,Ancient Terraforming Device,Superfungus,Vehicle Weight Optimizations,Factory Automation,Printed Electronics,Nano Refinement,Neo-Concrete
0,S,34,E,Relatively Flat,140,1725,-15,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_08,Arabia Terra,Dry Farming,Construction Nanites ,Global Support,Multispiral Architecture,Sustained Workload,Cloning,Resilient Vegetation,Vocation-Oriented Society,Eternal Fusion,Zero-Space Computing,Nano Refinement,Nocturnal Adaptation
0,S,34,W,Rough,180,-4853,-6,4,4,2,4,1,1,2,1,BlankBigCanyonCMix_02,Valles Marineris,Autonomous Hubs,Global Support,Construction Nanites ,Cloning,Landscaping Nanites,Nocturnal Adaptation,Core Metals,Lake Vaporators,Plasma Rocket,Gem Architecture,Zero-Space Computing,Rapid Sleep
0,S,35,E,Relatively Flat,140,802,-15,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_04,Arabia Terra,Hypersensitive Photovoltaics,Gem Architecture,Overcharge Amplifications,Cryo-sleep,Hive Mind ,Core Water,Cloning,Magnetic Extraction,Superior Pipes,Mole People,Gene Selection,Nocturnal Adaptation
0,S,35,W,Relatively Flat,100,-4161,-1,3,3,2,4,1,1,2,1,BlankBig_02,Colony Site,Superconducting Computing,Extractor AI,Forever Young,Project Phoenix,Space Rehabilitation,Hypersensitive Photovoltaics,Service Bots,Core Rare Metals,Interplanetary Learning,Advanced Drone Drive,Wireless Power,Martian Steel
0,S,36,E,Relatively Flat,100,1263,-15,2,2,3,2,2,1,4,1,BlankBigCanyonCMix_07,Arabia Terra,Martian Steel,Neo-Concrete,Nano Refinement,Advanced Drone Drive,Mole People,Artificial Muscles,Overcharge Amplifications,Service Bots,Nocturnal Adaptation,Global Support,Superfungus,Project Phoenix
0,S,36,W,Rough,180,-3007,-1,3,3,2,4,1,1,2,1,BlankBigTerraceCMix_18,Colony Site,Superior Pipes,Neural Empathy,The Positronic Brain,Inspiring Architecture,Global Support,Soylent Green,Cryo-sleep,Superior Cables,Alien Imprints,Nano Refinement,Space Rehabilitation,Superfungus
0,S,37,E,Relatively Flat,140,1033,-15,2,2,3,2,2,1,4,1,BlankBigTerraceCMix_16,Arabia Terra,Autonomous Hubs,Alien Imprints,Vehicle Weight Optimizations,Soylent Green,Vector Pump,Advanced Drone Drive,Plasma Rocket,Overcharge Amplifications,Ancient Terraforming Device,Zero-Space Computing,Martian Diet,Superfungus
0,S,37,W,Rough,180,-4622,-1,3,3,2,4,1,1,2,1,BlankBigCanyonCMix_05,Colony Site,Ancient Terraforming Device,Cargobay of holding,Capture Asteroid,Sustained Workload,Plutonium Synthesis,Vehicle Weight Optimizations,Autonomous Hubs,Superior Pipes,Forever Young,Inspiring Architecture,Magnetic Extraction,Frictionless Composites
0,S,38,E,Relatively Flat,100,1263,-15,2,2,3,2,2,1,4,1,BlankBig_02,Arabia Terra,Good Vibrations,Plutonium Synthesis,Landscaping Nanites,Superconducting Computing,Martian Diet,Neo-Concrete,Neural Empathy,Project Phoenix,Core Rare Metals,Overcharge Amplifications,Safe Mode,Advanced Drone Drive
0,S,38,W,Relatively Flat,100,-4276,-1,3,3,2,4,1,1,2,1,BlankBig_02,Colony Site,Space Rehabilitation,Ancient Terraforming Device,Mole People,Nocturnal Adaptation,Overcharge Amplifications,Hypersensitive Photovoltaics,Core Metals,Core Water,Global Support,Gene Selection,Superior Cables,Sustained Workload
0,S,39,E,Relatively Flat,100,1148,-15,2,2,3,2,2,1,4,1,BlankBig_03,Arabia Terra,Superior Cables,Nano Refinement,Neo-Concrete,Vocation-Oriented Society,Cloning,Lake Vaporators,Vehicle Weight Optimizations,Good Vibrations,Printed Electronics,Sustained Workload,Martian Steel,Safe Mode
0,S,39,W,Relatively Flat,100,-1160,-1,3,3,2,4,2,1,2,1,BlankBig_01,,Service Bots,Neural Empathy,Construction Nanites ,Vocation-Oriented Society,Factory Automation,Core Water,Magnetic Extraction,Hull Polarization,Overcharge Amplifications,Landscaping Nanites,Superconducting Computing,The Positronic Brain
0,S,40,E,Relatively Flat,100,1033,-15,2,2,3,2,2,1,4,1,BlankBig_01,Arabia Terra,Mole People,The Positronic Brain,Interplanetary Learning,Plasma Rocket,Printed Electronics,Dome Streamlining,Hypersensitive Photovoltaics,Cargobay of holding,Vehicle Weight Optimizations,Autonomous Hubs,Nocturnal Adaptation,Core Metals
0,S,40,W,Relatively Flat,140,-929,-1,3,3,2,4,2,1,2,1,BlankBigTerraceCMix_06,,Plutonium Synthesis,Vocation-Oriented Society,Advanced Drone Drive,Global Support,Hull Polarization,Wireless Power,Construction Nanites ,Superfungus,Neural Empathy,Cloning,Multispiral Architecture,Lake Vaporators
0,S,41,E,Relatively Flat,100,1494,-15,2,2,3,2,2,1,4,1,BlankBigCanyonCMix_07,Arabia Terra,Designed Forestation,Good Vibrations,Wireless Power,Neo-Concrete,Vocation-Oriented Society,Factory Automation,Lake Vaporators,Mole People,Martian Steel,Nano Refinement,Giant Crops,Core Rare Metals
0,S,41,W,Relatively Flat,140,-468,-1,3,3,2,4,2,1,2,1,BlankBigTerraceCMix_08,Colony Site,Gene Selection,Vector Pump,Wireless Power,Dry Farming,Core Rare Metals,Hive Mind ,Lake Vaporators,Cargobay of holding,Superior Cables,Interplanetary Learning,Alien Imprints,Superior Pipes
